"","cpg","outcome","beta.primary","se.primary","pval.primary","beta.secondary","se.secondary","pval.secondary"
"18","cg00723041","Adrenate (22:4n6) || id:537",0.299250743892179,0.0329364026296424,1.0301999017758e-19,-0.0176905522452003,0.0253820966996352,0.485821758188089
"19","cg00723041","1-arachidonoylglycerophosphocholine* || id:558",0.494987079519768,0.0254080820285813,1.57651078209704e-84,-0.0138447800179828,0.0207671700269743,0.504985075093846
"20","cg00723041","1-eicosatrienoylglycerophosphocholine* || id:602",-0.255962900436078,0.0329364026296424,7.76058376649747e-15,-0.0138447800179828,0.0261512511450787,0.596519838726618
"21","cg00723041","Stearidonate (18:4n3) || id:624",0.28889930306572,0.0395236831555709,2.68090749637366e-13,-0.0430726489448355,0.0261512511450787,0.0995459556044277
"22","cg00723041","1-arachidonoylglycerophosphoinositol* || id:634",0.246552499684752,0.0244670419534486,6.98801884839096e-24,-0.0169213977997568,0.0199980155815308,0.397466925422593
"23","cg00723041","1-arachidonoylglycerophosphoethanolamine* || id:682",0.3171305053197,0.0244670419534486,2.02152038649102e-38,0.0146139344634263,0.0199980155815308,0.464920120624581
"24","cg00723041","Dihomo-linolenate (20:3n3 or n6) || id:712",-0.208910896679446,0.0244670419534486,1.36020652625535e-17,-0.0084606988998784,0.0192288611360873,0.659937107321187
"25","cg00723041","Apolipoprotein A-I || id:842",0.636425402812204,0.0982822254468529,9.45057990700739e-11,-0.0115603913150157,0.0813303910611947,0.886968553993598
"26","cg00723041","Ratio of bisallylic groups to double bonds || id:844",3.49052466748349,0.114665733154912,1.58223648840005e-203,-0.0381885182162693,0.0947444445897292,0.686897700512097
"27","cg00723041","Ratio of bisallylic groups to total fatty acids || id:845",3.2305623467281,0.116585454908183,5.31669838310636e-169,0.0427265294443859,0.0958981762578944,0.655929137858409
"28","cg00723041","Average number of methylene groups per double bond || id:847",-2.87802050338116,0.115776160443569,2.09323901906706e-136,-0.0714467564372459,0.0947290615008203,0.450715839378213
"29","cg00723041","Average number of methylene groups in a fatty acid chain || id:848",-1.99947489963808,0.102338108170675,5.22579286879311e-85,0.0406882701639607,0.0859068600115835,0.635762084335004
"30","cg00723041","Average number of double bonds in a fatty acid chain || id:851",2.33346884310415,0.108897157494349,7.29638170912812e-102,0.101897580932354,0.0947367530452747,0.282112188473244
"31","cg00723041","22:6, docosahexaenoic acid || id:852",1.16127168391593,0.118147581432903,8.4459525846143e-23,0.0442802214241818,0.09500595710118,0.641159406687232
"32","cg00723041","Omega-3 fatty acids || id:855",1.43697760512829,0.11798760462013,4.01908326832435e-34,0.0984671521056757,0.0949444247455445,0.299687835777033
"33","cg00723041","Mean diameter for HDL particles || id:865",0.85612061875267,0.0993361903310014,6.78866141020759e-18,-0.031019998784736,0.0796690174590368,0.697009206160977
"34","cg00723041","Total cholesterol in large HDL || id:874",0.672617804101805,0.0962589892853177,2.79659504249225e-12,-0.0660396006857781,0.0759155437652725,0.384350237995088
"35","cg00723041","Cholesterol esters in large HDL || id:875",0.709563037451513,0.09946793594152,9.77874332221547e-13,-0.0333428452099753,0.0797151667257634,0.675746214022978
"36","cg00723041","Free cholesterol in large HDL || id:876",0.711623915216053,0.0961742956785558,1.36888712909564e-13,-0.0581250014421646,0.0758847775874548,0.443697772702111
"37","cg00723041","Total lipids in large HDL || id:877",0.768312169342044,0.0993832423347581,1.06871130144634e-14,-0.0484644216073944,0.0796767090034912,0.543012827227531
"38","cg00723041","Concentration of large HDL particles || id:878",0.779943424670683,0.0993738319340067,4.20775705840979e-15,-0.0572250907409957,0.0796690174590368,0.472581340786493
"39","cg00723041","Phospholipids in large HDL || id:879",0.752380360870048,0.0993267799302501,3.59684982732875e-14,-0.0709391145032531,0.079638251281219,0.373054260986226
"40","cg00723041","18:2, linoleic acid (LA) || id:893",-1.36874278928042,0.1181287606314,4.80358120241499e-31,0.199757101026129,0.0949828824678167,0.0354583163321802
"41","cg00723041","Other polyunsaturated fatty acids than 18:2 || id:917",3.66851298729408,0.114119929911335,1.00065989736582e-226,0.0553175877162959,0.0948059769453647,0.559568823503938
"42","cg00723041","Mean diameter for VLDL particles || id:941",-0.794520135434488,0.0991291615144723,1.1013786654647e-15,0.116365376051146,0.0793921218586771,0.142728856524924
"43","cg00723041","Total cholesterol in very large HDL || id:942",0.737201384458159,0.0962401684838151,1.85907604097145e-14,0.0234976683082986,0.0757694044206383,0.756469095450647
"44","cg00723041","Cholesterol esters in very large HDL || id:943",0.774447750631908,0.0994208839377634,6.72279064367534e-15,0.0528101442241501,0.0795536442922202,0.506798731911764
"45","cg00723041","Free cholesterol in very large HDL || id:944",0.764585650644518,0.096296630888323,2.02343795914117e-15,0.0457031571482522,0.0758386283207282,0.546750255883029
"46","cg00723041","Total lipids in very large HDL || id:945",0.810837770337288,0.0993173695294988,3.2381803261265e-16,0.0625784056812824,0.0794767288476759,0.431059311648571
"47","cg00723041","Concentration of very large HDL particles || id:946",0.761310831183057,0.0995149879452766,2.00647044456884e-14,0.10208217799926,0.0797151667257634,0.200338892952809
"48","cg00723041","Phospholipids in very large HDL || id:947",0.815307710694168,0.0993832423347581,2.33150007860696e-16,0.0471260928723227,0.0796305597367646,0.553978403749072
"49","cg20953257","Total cholesterol || id:301",0.152816915568654,0.0218309879383792,2.55962508777169e-12,0.0893658181002579,0.0624976636387425,0.152743844146391
"50","cg04740264","Years of schooling || id:1001",-0.241048203352456,0.0314410700024943,1.76523743209072e-14,-0.00252507637449041,0.0218120031409592,0.907838432707183
"51","cg04740264","Schizophrenia || id:22",-0.903365291747679,0.124716244343227,4.37686572483828e-13,-0.0203331924329316,0.0305076782741603,0.50509523183127
"52","cg10901841","5-oxoproline || id:337",0.150566896507844,0.00704264515923785,2.08183141765182e-101,-0.00368717287863117,0.0138268982948669,0.78972582092805
"53","cg10901841","X-14625 || id:728",0.0607124582692918,0.00922829365693235,4.73790430682073e-11,0.0387153152256273,0.0202794508324715,0.0562503652819669
"54","cg18007957","Birth weight || id:1084",-0.101657556545037,0.0133009887068272,2.12453672528031e-14,-0.0557185840050518,0.0219336648146871,0.0110750268293083
"55","cg08157575","Mean cell haemoglobin || id:271",-0.723613641394106,0.0808744658028706,3.64057542246105e-19,-0.0816666530555578,0.110249981625003,0.458850651929467
"56","cg08157575","Mean cell volume || id:273",-1.62600241772087,0.207719680588426,4.96209146636588e-15,0.142916642847226,0.276645787225702,0.605431808695649
"57","cg08157575","Red blood cell count || id:275",0.132804385949977,0.0178775134932661,1.09776796737862e-13,-0.0520624913229181,0.0244999959166673,0.0335866128968976
"58","cg01264729","Ratio of bisallylic groups to double bonds || id:844",-0.898669896095173,0.134638673763268,2.4777429570646e-11,-0.166186646319283,0.0666227993853169,0.0126155676141788
"59","cg21342636","Systemic lupus erythematosus || id:288",-1.51322717999587,0.120745331028004,4.96458133585433e-36,-1.89876057924577,0.284147449144123,2.35209113824818e-11
"60","cg05417517","Systemic lupus erythematosus || id:288",2.13093253775674,0.267878443526128,1.79350280694367e-15,-0.0622373091437575,0.238603539985951,0.794216019915237
"61","cg26964651","Mean cell haemoglobin || id:271",-0.96935726088769,0.0974379837368974,2.5613219519869e-23,0.0432262331363658,0.12643673192387,0.732440944123526
"62","cg26964651","Mean cell volume || id:273",-2.29431293665024,0.248115278175398,2.30960466064057e-20,0.208566574882965,0.323116092694334,0.518612968290423
"63","cg26964651","Red blood cell count || id:275",0.179808238029945,0.0210948212213901,1.54389446590309e-17,-0.00324196748522743,0.0280970515386378,0.908140272657433
"64","cg12678834","Inflammatory bowel disease || id:31",-1.24120348718375,0.182335992477021,9.9494097051856e-12,-0.0375385182605883,0.146781972591933,0.798148993885815
"65","cg22827524","Myocardial infarction || id:798",0.244716130340337,0.0368163694577271,2.99252721558349e-11,0.111338554298458,0.121156603023479,0.358114412113728
"66","cg13598010","Triglycerides || id:302",-0.528203578072852,0.0415499373115321,5.03970878386868e-37,-0.18336038464934,0.0436572344403191,2.66914980318125e-05
"67","cg13598010","Glycoprotein acetyls || id:863",-0.5615266277967,0.0824506568525715,9.72893978546233e-12,0.183059634812085,0.140081512907504,0.191277944245581
"68","cg13598010","Total cholesterol in large VLDL || id:886",-0.656857765215847,0.0799368856452238,2.08301069576719e-16,0.102148226982693,0.141226302610606,0.469498888274954
"69","cg13598010","Free cholesterol in large VLDL || id:888",-0.645883388023438,0.079921304418732,6.39790880260526e-16,0.12448132780083,0.141216601002952,0.378051491147171
"70","cg13598010","Total lipids in large VLDL || id:889",-0.597893210428619,0.083027162232769,5.96954201902308e-13,0.0432594685265295,0.141177794572339,0.759286129663199
"71","cg13598010","Concentration of large VLDL particles || id:890",-0.597285542595438,0.0831466183025396,6.79382123660739e-13,0.00162987008577191,0.141391229940713,0.990802687139895
"72","cg13598010","Total cholesterol in medium VLDL || id:909",-0.567920124400512,0.0794123176866657,8.58116130664274e-13,0.110782657794223,0.140188230591691,0.429386326743365
"73","cg13598010","Free cholesterol in medium VLDL || id:911",-0.65181464157466,0.0798953357079123,3.39613525176653e-16,0.0526021166967578,0.141313617079486,0.709716611906702
"74","cg13598010","Total lipids in medium VLDL || id:912",-0.636893020337656,0.0824298818839157,1.10559195644066e-14,0.0370698428436576,0.140120319338117,0.791350575779613
"75","cg13598010","Concentration of medium VLDL particles || id:913",-0.657657601509094,0.0825233692428667,1.59511283421312e-15,-0.00638365783593999,0.140294948275879,0.963707424513073
"76","cg13598010","Phospholipids in medium VLDL || id:914",-0.628167533502234,0.0799992105511911,4.08894312107155e-15,0.0693276882912267,0.141420334763674,0.623975168937349
"77","cg13598010","Free cholesterol in small VLDL || id:928",-0.510347492513221,0.0793603802650263,1.26968198596446e-10,0.171281883120852,0.140168827376385,0.221719562553327
"78","cg13598010","Total lipids in small VLDL || id:929",-0.535744891694895,0.082492206789883,8.33146294735738e-11,0.137229240257403,0.140159125768731,0.327532544865217
"79","cg13598010","Concentration of small VLDL particles || id:930",-0.566315258071854,0.0824766255633912,6.58548430560241e-12,0.108541586426287,0.140159125768731,0.438684331866122
"80","cg13598010","Mean diameter for VLDL particles || id:941",-0.742139011547766,0.0822740696189975,1.87528691878547e-19,-0.120086499533838,0.139887480754436,0.390643666695456
"81","cg13598010","Total lipids in very large VLDL || id:949",-0.542553887671822,0.0824350756260797,4.65442928711161e-11,0.115643163228579,0.14001360165393,0.408836795203798
"82","cg13598010","Phospholipids in very large VLDL || id:951",-0.556187460852168,0.0799836293246993,3.55660780916873e-12,0.169069916575876,0.14132331868714,0.231566175512424
"83","cg13598010","Triglycerides in very large VLDL || id:952",-0.574126646286422,0.079292861616895,4.46755903496912e-13,0.090069725454205,0.139974795223316,0.519918507724768
"84","cg13598010","Concentration of chylomicrons and largest VLDL particles || id:958",-0.550640544221079,0.0849696218020831,9.14554588562395e-11,0.146164420906188,0.144874107088286,0.313019502155954
"85","cg26651775","Height || id:89",0.149297495564371,0.0214988393612695,3.79952559795503e-12,0.0253539495875588,0.0138601591078655,0.0673594261587608
"86","cg14162120","Height || id:89",-0.243232286833926,0.0315301112562497,1.21661654905094e-14,-0.00833662166743549,0.00521038854214718,0.109598583399116
"87","cg24032190","Crohn's disease || id:30",0.34606535437085,0.0489455230889628,1.54466624426024e-12,0.436367593794173,0.378150587255043,0.248519883885072
"88","cg24032190","Inflammatory bowel disease || id:31",0.270289519661842,0.0360746633137171,6.7572433485508e-14,0.0501835827116932,0.275601275457065,0.855513957309677
"89","cg19939773","Age at menopause || id:1004",2.24574431452398,0.320820616360568,2.55962508777167e-12,0.479990645023342,0.519089534391659,0.355133453941527
"90","cg24873410","Crohn's disease || id:30",-1.53175634758305,0.221871275905167,5.06272654181745e-12,0.649365967525305,0.454339749540741,0.152931834542529
"91","cg07398561","Rheumatoid arthritis || id:833",1.05996281353384,0.141826898849117,7.80079146152316e-14,-0.167186010206244,0.172428700183787,0.332248392726496
"92","cg08415592","Crohn's disease || id:30",1.16020880813863,0.16106557240098,5.87586234742923e-13,0.195849095451009,0.315048672155769,0.534173938858189
"93","cg08415592","Inflammatory bowel disease || id:31",1.16487023260302,0.1182929722613,7.03872526194655e-23,-0.113426969738858,0.23027193855749,0.622310554195958
"94","cg08415592","Ulcerative colitis || id:32",1.16554390455888,0.149035778611695,5.25870203794181e-15,-0.365409202211562,0.288699146848196,0.205617168653871
"95","cg16317516","HDL cholesterol || id:299",0.405944578438443,0.0325812351458186,1.24209644134027e-35,0.0495178782996499,0.0312744494524105,0.113345509219526
"96","cg21066748","Body mass index || id:2",0.233062038264919,0.032567621067587,8.29138764486641e-13,-0.0156317511582184,0.02518483115921,0.534809403200835
"97","cg21066748","HDL cholesterol || id:299",-0.258505492223972,0.0376563118593974,6.65542248877183e-12,-0.0529682837687522,0.0697836119493085,0.447830935434675
"98","cg21066748","Fasting proinsulin || id:769",0.498691697597426,0.0773481000355191,1.13808900898449e-10,-0.0432426095762321,0.119066952081543,0.716471217769918
"99","cg21066748","Height || id:89",-0.254434539590523,0.032567621067587,5.60646440839367e-15,0.00062335947720865,0.0203802574452802,0.975599358138214
"100","cg26897297","Hip circumference || id:48",0.44884278195652,0.0666024773225804,1.59337318208765e-11,-0.0488125073058194,0.0462434279739341,0.291171315245308
"101","cg26897297","Extreme height || id:86",3.61969985448807,0.390927584284711,2.05855332860968e-20,0.0449588883079915,0.33398031314508,0.892915977166563
"102","cg26897297","Height || id:89",0.984558360420754,0.044884278195652,1.19163818464604e-106,0.00770723799565569,0.0398207296442211,0.846529514964004
"103","cg25315312","Schizophrenia || id:22",-0.22989339130881,0.0315788479564058,3.33868904396178e-13,-0.117033377803268,0.110348774886074,0.28888215829875
"104","cg03626278","Birth weight || id:1084",0.260529326373066,0.0403772387736856,1.10106371178181e-10,0.0873564729142841,0.0472846963480987,0.0646808438473685
"105","cg04017458","Age at menopause || id:1004",1.18162618546647,0.157550158062196,6.38178334582175e-14,-0.199655095821968,0.149741321866476,0.182422439451736
"106","cg19972273","Systemic lupus erythematosus || id:288",2.93002579870218,0.35935566552453,3.53382565329544e-16,4.05716405959783,0.731101941378686,2.86680929537765e-08
"107","cg17516330","Inflammatory bowel disease || id:31",-1.29101316568027,0.152354955305246,2.37679214788559e-17,0.0387982383609979,0.0929698525480231,0.676443893522666
"108","cg17516330","Ulcerative colitis || id:32",-1.29101316568027,0.192030724915987,1.78080410381559e-11,-0.0711820152393262,0.116548081605146,0.541363540324572
"109","cg27488364","Crohn's disease || id:30",3.27903287292465,0.255972884527542,1.43987894971664e-37,-0.290651576684245,0.282359194113641,0.303306684252207
"110","cg27488364","Inflammatory bowel disease || id:31",1.61747570656707,0.186463006401529,4.1532529843821e-18,-0.139292474715333,0.201157857244359,0.488652539286819
"111","cg25021247","Age at menarche || id:1095",-0.250828316766998,0.0376189162195513,2.60000000000004e-11,0.040265889534332,0.137196268751532,0.769146769546785
"112","cg14396214","Crohn's disease || id:30",-0.459740104733042,0.0717289819257085,1.46088519161504e-10,0.541124824401103,0.553521421279004,0.328270156674345
"113","cg03036592","Crohn's disease || id:30",0.49943122350433,0.0565336340560587,1.00788531713214e-18,-0.117247702701775,0.260923648967951,0.653174602586632
"114","cg03036592","Inflammatory bowel disease || id:31",0.422648473760189,0.0414744564254055,2.18472793640701e-24,-0.0145042803513142,0.190894439006374,0.939434506113967
"115","cg03036592","Ulcerative colitis || id:32",0.388821430428338,0.0523368140606307,1.09244270398693e-13,0.225663514570977,0.241211723200988,0.34950944065402
"116","cg15007959","Primary biliary cirrhosis || id:287",2.47967128856922,0.372444165350984,2.77893079712191e-11,-0.0449212988734329,0.152574193657701,0.768434959040413
"117","cg17353412","Mean cell haemoglobin || id:271",-1.08557257680017,0.117830993260722,3.17244497465526e-20,0.0899031627220541,0.0881229020740927,0.307632659727164
"118","cg17353412","Mean cell volume || id:273",-2.54973177083617,0.303305704874821,4.22517985180474e-17,0.155772806696628,0.224312841643145,0.487403529676025
"119","cg17353412","Red blood cell count || id:275",0.19638498876787,0.0261846651690493,6.38178334582179e-14,-0.00890130323980734,0.0195828671275761,0.649436283726755
"120","cg20832320","Crohn's disease || id:30",-0.459377879746867,0.0670154435838413,7.14092486246223e-12,0.505641072351778,0.190435440764854,0.00792652373288191
"121","cg20832320","Inflammatory bowel disease || id:31",-0.449648866827502,0.0492188112628212,6.49779943349654e-20,0.192874717677046,0.140192898946041,0.168889465473174
"122","cg20832320","Ulcerative colitis || id:32",-0.432397942570487,0.0617320683635385,2.47993632094589e-12,-0.0250824132246678,0.176659259943566,0.887094321122185
"123","cg12532266","Eczema || id:996",1.19812525966588,0.176848303233546,1.24513324769484e-11,0.00605431972150202,0.194080750692957,0.975114147779004
"124","cg07870237","Crohn's disease || id:30",2.35653198173306,0.298939734525986,3.19698211262652e-15,0.0877491333173335,0.106783193439612,0.4112189607422
"125","cg07870237","Inflammatory bowel disease || id:31",1.51803047139957,0.219998938828648,5.19396902410568e-12,0.130016414014214,0.0784624334404106,0.0975087517388623
"126","cg25031476","Ulcerative colitis || id:32",1.26932990761848,0.199845475130527,2.13146537086012e-10,-0.052886871380101,0.0657158860589955,0.420946288328685
"127","cg26085966","X-08402 || id:426",0.224019033893087,0.027588550972055,4.66183680963664e-16,-0.0454367760121256,0.0274335251393966,0.0976712014631225
"128","cg01550017","Height || id:89",-0.17520151093783,0.0210241813125396,7.85974686970221e-17,-0.00900003854004583,0.0428545670603915,0.833657119751113
"129","cg15995125","Rheumatoid arthritis || id:833",1.34260317525914,0.181653460450714,1.45713841956414e-13,-0.0529408085743599,0.093642112444134,0.5718339810416
"130","cg02207219","Schizophrenia || id:22",-1.64419351417307,0.163951658578908,1.14208467222395e-23,-0.93899659811366,0.114075987795848,1.85152948047813e-16
"131","cg26496204","Systemic lupus erythematosus || id:288",1.74216132052714,0.210394048086852,1.22691460754816e-16,0.302821260362725,0.227517731131486,0.183196010421367
"132","cg02720618","Birth weight || id:1084",0.271922939599964,0.0301299656066443,1.79695371139683e-19,0.0431599741040155,0.0307099815740111,0.159900760298068
"133","cg21637392","Mean cell haemoglobin || id:271",-0.662474311713063,0.102454735895564,1.00618154621806e-10,-0.00640377013496362,0.0257195128819964,0.803372467982898
"134","cg13568213","Myocardial infarction || id:798",0.764218077760003,0.10490552637458,3.22095483971974e-13,-0.150893294387504,0.0752775272442352,0.0450172504695328
"135","cg21361322","Systemic lupus erythematosus || id:288",2.01816143339249,0.31742495054409,2.04508148324896e-10,-0.16798797858941,0.0904617372112407,0.0633103164704397
"136","cg02004594","Height || id:89",0.155783990992462,0.0161155852750823,4.17763639645808e-22,0.0578329710357793,0.0358013630221491,0.106227429780004
"137","cg19566658","Heart rate || id:1056",1.216758470164,0.157892801095598,1.29587510657604e-14,-1.04438547450519,1.35860927813892,0.442061581518241
"138","cg04059762","Waist circumference || id:60",-0.211967196898684,0.0266921655353899,2.00272498062683e-15,-0.00937430608163966,0.0128896708622545,0.467058901715173
"139","cg04059762","Obesity class 1 || id:90",-0.863570061439085,0.102058279988255,2.63873009612379e-17,-0.0615188836607603,0.0380831184566611,0.106227429780004
"140","cg04059762","Overweight || id:93",-0.510291399941277,0.0753661144528656,1.28042711277607e-11,-0.0237287122691504,0.0266581829196628,0.373406882937456
"141","cg23891487","Height || id:89",0.609397181538035,0.0498597693985665,2.36529388764008e-34,0.0882007975604035,0.0272108843537415,0.0011895279103263
"142","cg02775382","X-03056--N-[3-(2-Oxopyrrolidin-1-yl)propyl]acetamide || id:505",-0.135935480299937,0.0211636077113675,1.33546962696603e-10,-0.00477400266307227,0.010041947156689,0.634497566678215
"143","cg05791862","Crohn's disease || id:30",-0.820504467683275,0.122318494203966,1.97398267688478e-11,0.0303659605644675,0.0463298746643366,0.512191347016511
"144","cg25112191","Height || id:89",-0.132795639505246,0.0158498021344971,5.3661893958658e-17,-0.0146884614057004,0.0064874037875177,0.0235648326141071
"145","cg19610529","Height || id:89",-0.252058913581601,0.0237231918665037,2.28012169256078e-26,-0.0498397047334249,0.0552277809208222,0.366823698716426
"146","cg11947712","Hip circumference || id:48",0.245012222948477,0.0371470144470272,4.23126563418987e-11,-0.038656506018818,0.0309252048150544,0.211299547333711
"147","cg04053108","Platelet count || id:1008",-13.9144581272289,2.11652400892279,4.89145160233148e-11,0.979241732658444,2.56039255853628,0.702121932564651
"148","cg09504131","Crohn's disease || id:30",1.45448005354206,0.183599502241349,2.33671195312649e-15,-0.0610346146956232,0.195878026960047,0.7553483311795
"149","cg09504131","Inflammatory bowel disease || id:31",1.30331443677882,0.13373297076839,1.92546785867646e-22,0.191724979957134,0.156169016956044,0.219568557044507
"150","cg09504131","Ulcerative colitis || id:32",1.24286554155791,0.169243985605195,2.07874247660017e-13,0.509413282697161,0.207435126886585,0.0140582495858822
"151","cg02378006","Height || id:89",-0.264473527053082,0.0264473527053082,1.52397060483211e-23,0.01833981956971,0.0378117352892328,0.627655185136566
"152","cg14581419","Years of schooling || id:1001",-0.194275924797556,0.026492171563303,2.2449762542711e-13,-0.00892563473535716,0.0178512694707143,0.617075077451974
"153","cg20219891","Crohn's disease || id:30",-1.23157344116131,0.160089278003999,1.4367801242345e-14,0.0013448921020077,0.0953634376734677,0.988747961471481
"154","cg20219891","Inflammatory bowel disease || id:31",-1.09537088483551,0.116911671903335,7.30722261343968e-21,-0.00410768143709259,0.0703242265629521,0.953421558369671
"155","cg20219891","Ulcerative colitis || id:32",-1.03625626032031,0.147468131605343,2.11044951439774e-12,-0.0109207268760417,0.131378476129279,0.9337528069129
"156","cg16448702","Crohn's disease || id:30",3.70420067591895,0.28702605284975,4.19352783415935e-38,-0.0209208081032149,0.211091317943004,0.92105263400615
"157","cg16448702","Inflammatory bowel disease || id:31",1.81080891744787,0.208186278676428,3.37717855015988e-18,-0.248940404794542,0.151470106004903,0.100280500419724
"158","cg26705561","Inflammatory bowel disease || id:31",2.66227065093197,0.315727678299806,3.39302607052684e-17,-0.315183839124753,0.172837188932163,0.0682143685919798
"159","cg26705561","Ulcerative colitis || id:32",2.67541243831642,0.397948427857048,1.78004742876537e-11,-0.426215141918093,0.215850968983154,0.0483157592229375
"160","cg21103992","Crohn's disease || id:30",2.7751656109236,0.300229349115825,2.38595739738026e-20,0.229974448762605,0.146127308652643,0.115534817073283
"161","cg21103992","Inflammatory bowel disease || id:31",1.78435934017002,0.221908649346479,8.91348389289013e-16,0.087707198844698,0.107371805053464,0.414011280604504
"162","cg21103992","Isovalerylcarnitine || id:652",-0.353748493958211,0.04307638487314,2.17314730594044e-16,-0.0241427727339149,0.0209660921110313,0.249520365577285
"163","cg23530239","Crohn's disease || id:30",0.742506276680242,0.109150236683671,1.02741916005451e-11,0.1596272989162,0.135498513420412,0.238767037988455
"164","cg27386529","Crohn's disease || id:30",-2.91014783210377,0.40424168620781,6.06426224801572e-13,0.021316128035961,0.166431129694512,0.898087427705354
"165","cg27386529","Inflammatory bowel disease || id:31",-2.9253177293731,0.296891196924409,6.64193019875221e-23,0.00682422864619732,0.102943755710316,0.947146271108223
"166","cg27386529","Ulcerative colitis || id:32",-2.93031082744427,0.374049361096854,4.72507019248736e-15,0.00673326422289474,0.343494715728249,0.984360680709611
"167","cg18103756","Asparagine || id:638",0.16636230451996,0.0138635253766633,3.55296422415543e-33,0.113042049876272,0.0441570507329187,0.0104672163271116
"168","cg05962781","Height || id:89",-0.149190344003095,0.0184001424270484,5.14139841810137e-16,-0.00765450358430699,0.00879696680584535,0.384229435637483
"169","cg27099088","Crohn's disease || id:30",-1.44233541010257,0.212679802662863,1.1875138185388e-11,-0.131942867007409,0.0895445581030881,0.140619391356019
"170","cg01847719","Age at menarche || id:1095",0.353328332586741,0.0508518455206695,3.70000000000027e-12,0.021637843884466,0.0299494412007124,0.47
"171","cg15367247","HDL cholesterol || id:299",0.616735046445871,0.048139848986202,1.4170192273178e-37,0.00624879213688354,0.00704409295430508,0.375026800658201
"172","cg18933331","Systemic lupus erythematosus || id:288",1.78885049014406,0.224875483625209,1.79350280694366e-15,0,NA,NA
"173","cg16974014","Systemic lupus erythematosus || id:288",-1.74326320516392,0.2191447292589,1.79350280694364e-15,0.0357671469124205,0.109076765186608,0.742981204001798
"174","cg24309555","Apolipoprotein B || id:843",0.29676077571187,0.0307563080692668,4.97451578173849e-22,0.000828848324965527,0.0619855514900977,0.989331294813081
"175","cg24309555","Free cholesterol to esterified cholesterol ratio || id:853",0.254013114377275,0.0378264075091609,1.87766815227718e-11,0.0306997649114185,0.0777012927767487,0.692769239545715
"176","cg24309555","Total cholesterol in IDL || id:867",0.332765402301802,0.0316335750555399,7.03394662207605e-26,0.00575984832075653,0.0640414838586645,0.928335424849805
"177","cg24309555","Free cholesterol in IDL || id:868",0.332688985316935,0.0301877657018564,3.03836193323715e-28,0.0129734188989721,0.0609980564154317,0.831572062869812
"178","cg24309555","Total lipids in IDL || id:869",0.333343114707396,0.0316458017731186,6.04988239385426e-26,-0.0201416618344162,0.0640641476800503,0.753218514986178
"179","cg24309555","Concentration of IDL particles || id:870",0.329283844471262,0.0316458017731186,2.34533098081989e-25,-0.0273131424586296,0.0640641476800503,0.669859731253714
