"","community","trait","pmid","category","mrbase_id","background","ncase","ncontrol","lor","se","z","pval","fdr"
"63","6","Overweight",23563607,"Anthropometric","93","clumped",46,144982,0.151785260656231,0.0560820238585365,2.70648686001597,0.00679992733580814,0.496718501577604
"64","27","Plasma cortisol",25010111,"Other","1012","clumped",7,149850,0.722516267241676,0.268239699024171,2.6935471142792,0.00706961529465687,0.498555052730008
"65","15","Mean cell volume",23222517,"Haematological","273","clumped",10,148209,0.136848215592108,0.0508497446615235,2.69122719303755,0.00711896956394912,0.498555052730008
"66","5","HbA1C",20858683,"Glycemic","758","clumped",19,147569,0.274429478037054,0.102027018499194,2.68977259233759,0.00715007246418525,0.498555052730008
"67","13","Age of smoking initiation",20418890,"Behavioural","964","clumped",9,145375,1.12153333192384,0.418986417564583,2.67677730090371,0.00743340250126115,0.510574900161251
"68","12","Femoral neck bone mineral density",26367794,"Bone","980","clumped",15,192491,0.450808379576811,0.169058643985623,2.6665798858244,0.0076627392705851,0.510945830106086
"69","34","Body fat",26833246,"Anthropometric","999","clumped",12,151992,0.37025080618287,0.138909183461202,2.66541633142839,0.00768930629512997,0.510945830106086
"70","18","Selenium",23720494,"Metal","1077","clumped",14,146337,0.534846504012202,0.20138974942512,2.65577818900393,0.00791256405089718,0.510945830106086
"71","34","Subjective well being",27089181,"Neurological","1009","clumped",11,137559,0.803442600096178,0.302764270512899,2.65369027440095,0.0079616868798356,0.510945830106086
"72","3","Anorexia nervosa",24514567,"Neurological","45","clumped",23,128709,0.334824475730853,0.12623806625957,2.6523257655293,0.00799393736802221,0.510945830106086
"73","34","Age at menarche",25231870,"Aging","1095","clumped",12,145370,0.13522795248573,0.0513474236753914,2.63358787659174,0.0084487969341508,0.523907919755126
"74","11","Packed cell volume",23222517,"Haematological","274","clumped",9,148194,0.374297237979019,0.14224836255561,2.63129382478967,0.0085060460621239,0.523907919755126
"75","30","Childhood obesity",22484627,"Anthropometric","1096","clumped",6,145554,0.694736978869373,0.264157658688341,2.63000884516863,0.00853826466354508,0.523907919755126
"76","2","Body fat",26833246,"Anthropometric","999","clumped",189,151992,0.245351851470224,0.0936710188681015,2.61929307949244,0.00881122100160021,0.533542619070581
"77","14","Birth length",25281659,"Anthropometric","29","clumped",6,136591,0.989475849304807,0.378594560156211,2.6135500966959,0.00896069459174522,0.53485865896914
"78","22","Childhood obesity",22484627,"Anthropometric","1096","clumped",27,145554,-2.27902658178137,0.873331508674793,-2.6095778740877,0.00906540099947695,0.53485865896914
"79","28","Chronotype",27494321,"Sleeping","1087","clumped",6,197549,0.693190496188417,0.266748805262049,2.5986639209403,0.00935873499354428,0.545175929623934
"80","15","Neo-extraversion",21173776,"Personality","115","clumped",8,139929,1.097545251721,0.423494648644365,2.59163900945224,0.00955199428576678,0.549478471288734
"81","38","Mother's age at death",27015805,"Aging","1093","clumped",10,197123,0.897955672730157,0.347226545815998,2.58608013572211,0.00970743584654867,0.551526169948358
"82","34","Rheumatoid arthritis",24390342,"Immune","833","clumped",13,183530,0.0590544315665798,0.0229432376639556,2.57393626965543,0.0100548792249846,0.559424042473304
"83","38","Gout",23263486,"Immune","1054","clumped",7,146320,0.26724837502687,0.103876768311542,2.57274441023572,0.0100895687799401,0.559424042473304
"84","10","Selenium",23720494,"Metal","1077","clumped",9,146337,0.610583181662992,0.238991050844284,2.5548370096118,0.0106237531574345,0.582029905125162
"85","13","8-choice reaction time",21130836,"Neurological","1063","clumped",9,142610,1.08648520288659,0.426595445671702,2.54687482932653,0.0108692412342947,0.5843468880076
"86","81","Coronary heart disease",26343387,"Cardiovascular","7","clumped",8,191548,0.363936378615903,0.143144018975621,2.54244907485715,0.0110078640841722,0.5843468880076
"87","6","Mean cell haemoglobin",23222517,"Haematological","271","clumped",47,148131,0.108346461534451,0.0426444528072697,2.54069297181793,0.0110633023551098,0.5843468880076
"88","2","Platelet count",22139419,"Haematological","1008","clumped",187,151872,-0.42842168802748,0.16885535061518,-2.5372112075018,0.0111739517915404,0.5843468880076
"89","18","Neo-openness to experience",21173776,"Personality","117","clumped",14,139918,0.929502811480606,0.367591298670777,2.52863115868553,0.0114508293223457,0.585502291364201
"90","71","Thalamus volume",25607358,"Neurological","1048","clumped",8,184952,1.05701708395503,0.418135126627651,2.5279318015688,0.0114736636874872,0.585502291364201
"91","19","2-choice reaction time",21130836,"Neurological","1064","clumped",15,144473,0.912130768836424,0.361695203664313,2.52182157682955,0.0116748909029176,0.585502291364201
"92","82","Chronotype",27494321,"Sleeping","1087","clumped",7,197549,0.675849765947217,0.268096829125438,2.52091667086073,0.0117049567156685,0.585502291364201
"93","34","College completion",23722424,"Education","836","clumped",11,141060,0.602520261313259,0.239575603755938,2.51494831638643,0.0119049834616985,0.589104665491793
"94","25","Body fat",26833246,"Anthropometric","999","clumped",13,151992,0.33948691504119,0.135337510499955,2.5084465776493,0.0121263303017247,0.592120866956827
"95","7","Forearm bone mineral density",26367794,"Bone","977","clumped",31,193980,0.291439821310525,0.11631388621215,2.50563222330096,0.0122232686573009,0.592120866956827
"96","6","Pancreatic cancer",19648918,"Cancer","822","clumped",33,98854,0.679046707617401,0.271649208358084,2.49971907417559,0.0124291824150697,0.595823932022403
"97","42","Ever vs never smoked",20418890,"Behavioural","962","clumped",7,145384,1.02639812628399,0.412360474771501,2.4890797956636,0.0128074216747521,0.606314361887154
"98","13","Coronary heart disease",26343387,"Cardiovascular","7","clumped",14,191548,0.321459934361734,0.1294286578956,2.4836843678085,0.0130031004054201,0.606314361887154
"99","4","Crohn's disease",26192919,"Immune","30","clumped",30,192136,-1.65879364610661,0.668171753233392,-2.48258570955661,0.0130432685412491,0.606314361887154
"100","13","Squamous cell lung cancer",24880342,"Cancer","967","clumped",11,185560,0.281133532461492,0.114550631578368,2.45422944062215,0.014118686538914,0.648531084739716
"101","30","Inspection time",21130836,"Neurological","1065","clumped",6,144322,1.14280344110517,0.466288075198289,2.45085281372292,0.0142518216613876,0.648531084739716
"102","2","2-choice reaction time",21130836,"Neurological","1064","clumped",174,144473,-0.529853338079766,0.216463437787596,-2.44777290564738,0.0143742222171775,0.648531084739716
"103","1","Rheumatoid arthritis",24390342,"Immune","833","clumped",40,183530,-1.29336225865749,0.529536610215947,-2.44244162481995,0.0145882886857662,0.651799073125204
"104","15","Mean cell haemoglobin concentration",23222517,"Haematological","272","clumped",10,148173,0.333457874404876,0.13772924846151,2.42111155132066,0.0154731282632295,0.683062356482431
"105","23","Height",25282103,"Anthropometric","89","clumped",9,146517,0.0819566822004704,0.0338874738763965,2.41849488396228,0.0155848647176565,0.683062356482431
"106","32","Bulimia nervosa",23568457,"Neurological","990","clumped",14,180155,0.713010824348403,0.29623954094399,2.40687256696502,0.0160897831062221,0.696054098337455
"107","6","Waist circumference",25673412,"Anthropometric","60","clumped",46,146546,0.127308379857343,0.0529660551947009,2.4035843218711,0.0162352223111269,0.696054098337455
"108","52","Mean platelet volume",22139419,"Haematological","1006","clumped",12,151743,0.193827300378827,0.0808072482799684,2.39863755423628,0.0164561943730473,0.696054098337455
"109","53","Coronary heart disease",26343387,"Cardiovascular","7","clumped",17,191548,-3.07300382012102,1.28344409852431,-2.39434177433541,0.0166502256447175,0.696054098337455
"110","5","Bipolar disorder",21926972,"Neurological","801","clumped",19,145285,0.61154576947135,0.255658465346596,2.39204193235799,0.0167549280153566,0.696054098337455
"111","22","Hippocampus volume",25607358,"Neurological","1045","clumped",40,184940,-1.3739169295745,0.574547915728327,-2.39130086797521,0.0167887885518161,0.696054098337455
"112","7","Triglycerides",24097068,"Lipid","302","clumped",25,144358,-1.98165744260188,0.82991114783005,-2.38779470282244,0.0169498071573508,0.69645546909043
"113","18","Anorexia nervosa",24514567,"Neurological","45","clumped",13,128709,0.366558379175798,0.153914679280488,2.38156867746056,0.0172390759285019,0.702072809052795
"114","8","Lumbar spine bone mineral density",26367794,"Bone","982","clumped",19,192488,-2.62227267199903,1.10638980843332,-2.37011643817675,0.0177824840591669,0.710307578564578
"115","2","Squamous cell lung cancer",24880342,"Cancer","967","clumped",216,185560,0.169346415690609,0.0715767699124189,2.36594101546941,0.0179843094351677,0.710307578564578
"116","24","Amyotrophic lateral sclerosis",27455348,"Neurological","1086","clumped",7,194081,0.590801704291721,0.249969211986284,2.36349788678831,0.0181033299047205,0.710307578564578
"117","15","Type 2 diabetes",24509480,"Glycemic","23","clumped",10,152584,0.239643033497443,0.101402607911996,2.36328274422116,0.0181138438518719,0.710307578564578
"118","12","Years of schooling",27225129,"Education","1001","clumped",15,191182,0.242994223515241,0.103036246332632,2.35833730521183,0.0183570045028575,0.710307578564578
"119","21","Type 2 diabetes",24509480,"Glycemic","23","clumped",14,152584,0.232118779430117,0.0985276282035466,2.3558750338594,0.0184791331004192,0.710307578564578
"120","71","Hippocampus volume",25607358,"Neurological","1045","clumped",8,184940,0.736726880161102,0.312832539759573,2.35501997563077,0.0185217100016839,0.710307578564578
"121","15","Height",25282103,"Anthropometric","89","clumped",8,146517,0.0837525920621641,0.0358686600799269,2.3349796695928,0.0195444828260535,0.743336445995852
"122","21","HbA1C",20858683,"Glycemic","758","clumped",13,147569,0.264186783074211,0.113326052696741,2.33120960968412,0.0197423096756776,0.743814654258697
"123","3","Mother's age at death",27015805,"Aging","1093","clumped",41,197123,0.518686217171233,0.222746034605903,2.32859910655167,0.0198803134449847,0.743814654258697
"124","4","Top 1 % survival",27015805,"Aging","1091","clumped",30,197123,-1.635206145724,0.708270940340275,-2.30872968604133,0.0209585859551985,0.769910270700634
"125","22","Waist circumference",25673412,"Anthropometric","60","clumped",27,146546,-1.70615606480402,0.739279825801432,-2.30786233474506,0.0210067945648193,0.769910270700634
"126","13","Major depressive disorder",22472876,"Neurological","805","clumped",9,131755,0.977676276015366,0.424624719567622,2.30244785798362,0.0213099287111432,0.769910270700634
"127","72","Chronotype",27494321,"Sleeping","1087","clumped",9,197549,-6.97553689623693,3.03278641211087,-2.30004225433793,0.0214458262792224,0.769910270700634
"128","5","Celiac disease",20190752,"Immune","276","clumped",13,95688,0.391084417256077,0.170279959617095,2.29671429412774,0.0216350734842802,0.769910270700634
"129","6","Inflammatory bowel disease",26192919,"Immune","31","clumped",61,192139,0.127333037780333,0.0554628031098799,2.29582766540068,0.0216857369424321,0.769910270700634
"130","32","Ever vs never smoked",20418890,"Behavioural","962","clumped",9,145384,0.913210203615428,0.397960594057259,2.29472519956093,0.0217488777034077,0.769910270700634
"131","16","Height",25282103,"Anthropometric","89","clumped",7,146517,0.0865409324108429,0.0378835983959975,2.28439050341074,0.0223485911903549,0.783091154720671
"132","34","Pancreatic cancer",19648918,"Cancer","822","clumped",7,98854,1.046169846596,0.458898047797359,2.27974351082437,0.0226229050858483,0.783091154720671
"133","25","Oligoclonal band status",25616667,"Immune","1016","clumped",6,54577,0.775889938207576,0.34036303590509,2.27959518619387,0.0226317087305192,0.783091154720671
"134","16","Serum creatinine (eGFRcrea)",26831199,"Kidney","1105","clumped",7,135917,0.171147688172917,0.0752115074280448,2.275551893926,0.0228728433685092,0.783933023407634
"135","17","Mean cell haemoglobin concentration",23222517,"Haematological","272","clumped",12,148173,0.310736087590601,0.136709925437846,2.27295923536931,0.0230286366059706,0.783933023407634
"136","6","Serum creatinine (eGFRcrea)",26831199,"Kidney","1105","clumped",43,135917,0.127729329399484,0.0562863806535872,2.26927594057949,0.0232515506852449,0.783933023407634
"137","6","Haemoglobin concentration",23222517,"Haematological","270","clumped",47,148248,0.154247995754686,0.0680146225306233,2.26786520332795,0.0233374237737605,0.783933023407634
"138","34","4-choice reaction time",21130836,"Neurological","1068","clumped",12,144319,0.900041557452306,0.39754238812056,2.26401406327357,0.0235732498322372,0.785893511993591
"139","53","Major depressive disorder",22472876,"Neurological","805","clumped",11,131755,-4.71330533589326,2.08739736416358,-2.25798183748396,0.0239467917982565,0.785893511993591
"140","12","Migraine in bipolar disorder",25451450,"Neurological","1019","clumped",8,98939,0.945632696086885,0.418916429549705,2.25733017228126,0.0239874513725775,0.785893511993591
"141","10","Crohn's disease",26192919,"Immune","30","clumped",15,192136,0.126453250319232,0.0560552431300632,2.25586837659105,0.0240788755304425,0.785893511993591
"142","9","Major depressive disorder",22472876,"Neurological","805","clumped",20,131755,-2.19580540217453,0.981151823414976,-2.23798738357522,0.0252218778790228,0.813978505744347
"143","30","Neuroticism",27089181,"Personality","1007","clumped",7,177839,0.393828117973612,0.176060068220565,2.2368963158655,0.0252931174101351,0.813978505744347
"144","30","Autism",23453885,"Neurological","802","clumped",6,131802,1.0475217226961,0.469522442176832,2.23103653541993,0.0256787090094653,0.818381364192855
"145","6","Major depressive disorder",22472876,"Neurological","805","clumped",43,131755,0.557173480688091,0.250092951752869,2.2278655867066,0.0258894796213642,0.818381364192855
"146","15","Fasting insulin",22581228,"Glycemic","775","clumped",9,148925,-6.35783727137338,2.85809256978616,-2.22450362125572,0.0261145791384192,0.818381364192855
"147","5","Parents' age at death",27015805,"Aging","1094","clumped",28,197123,0.63155378706785,0.284080570821001,2.2231502324944,0.026205671391931,0.818381364192855
"148","31","C-reactive protein",21196492,"Immune","1015","clumped",11,127398,0.468375813175579,0.210840405920066,2.22147083777267,0.0263190877663065,0.818381364192855
"149","7","Simple reaction time",21130836,"Neurological","1066","clumped",24,144473,-1.89048649641924,0.854310398728792,-2.21288011855208,0.0269059117264404,0.830167303215332
"150","15","Red blood cell count",23222517,"Haematological","275","clumped",10,148176,0.144972033896972,0.0655784143823889,2.21066695897277,0.0270589081882442,0.830167303215332
"151","6","Red blood cell count",23222517,"Haematological","275","clumped",47,148176,0.127266690090689,0.0579200325078969,2.19728278076049,0.0280002566525101,0.84888693671832
"152","4","Parents' age at death",27015805,"Aging","1094","clumped",30,197123,0.608740421220368,0.277325988950972,2.19503560961964,0.0281610434550938,0.84888693671832
"153","25","Percent emphysema",24383474,"Other","1005","clumped",13,140972,0.833625418250117,0.380016233488948,2.19365738825566,0.0282600493854352,0.84888693671832
"154","22","Alcohol dependence",22978509,"Behavioural","813","clumped",22,122600,0.696149785677509,0.317641548204728,2.1916206793855,0.0284069074868799,0.84888693671832
"155","34","Age at menopause",26414677,"Aging","1004","clumped",12,144741,0.120814942106427,0.0553663424192282,2.18210083649068,0.0291020914930969,0.862781233640889
"156","6","Obesity class 3",23563607,"Anthropometric","92","clumped",43,138339,0.280054005136058,0.128456680499006,2.18014356316973,0.0292468214793522,0.862781233640889
"157","19","Transferrin Saturation",25352340,"Metal","1051","clumped",15,129334,-2.83613741587973,1.30343434053923,-2.17589588341398,0.0295630466981199,0.866555037609859
"158","40","Eczema",26482879,"Immune","996","clumped",7,192134,0.302220747876913,0.139691131081434,2.16349273956935,0.0305033015569434,0.88529724246581
"159","9","Ulcerative colitis",26192919,"Immune","32","clumped",33,192137,-1.18991912109877,0.55124993602402,-2.15858369015197,0.0308824792150653,0.88529724246581
"160","2","Pancreatic cancer",19648918,"Cancer","822","clumped",126,98854,-0.538146346938035,0.2493097039184,-2.15854552983694,0.0308854425169902,0.88529724246581
"161","2","Mean cell volume",23222517,"Haematological","273","clumped",178,148209,0.080809366042335,0.0374562564400726,2.15743306252787,0.0309719374265527,0.88529724246581
"162","33","Obesity class 2",23563607,"Anthropometric","91","clumped",12,141927,-3.41944032481014,1.59021141338204,-2.15030548519188,0.0315310588120753,0.894062375660804
"163","13","Top 1 % survival",27015805,"Aging","1091","clumped",15,197123,-2.79664085560101,1.30216410065941,-2.14768695756918,0.0317386321605885,0.894062375660804
"164","5","Mean cell haemoglobin",23222517,"Haematological","271","clumped",19,148131,-1.98511404085193,0.925655555001306,-2.14454937382094,0.0319888937708056,0.894062375660804
"165","27","Inspection time",21130836,"Neurological","1065","clumped",7,144322,1.02997842827316,0.480464147396905,2.14371547565715,0.0320556914350353,0.894062375660804
"166","15","Inspection time",21130836,"Neurological","1065","clumped",8,144322,0.984479247832488,0.460399590355695,2.13831477797776,0.0324912039532864,0.900750124054361
"167","42","Inspection time",21130836,"Neurological","1065","clumped",7,144322,1.01654039316199,0.476341423403999,2.13405835230044,0.0328380045136999,0.903351528569406
"168","8","Digit symbol",21130836,"Neurological","1067","clumped",12,144321,-3.62013043862447,1.70113131449228,-2.12807230563793,0.0333310890834021,0.903351528569406
"169","17","Difference in height between adolescence and adulthood",23449627,"Anthropometric","1040","clumped",11,142944,0.719799557483136,0.338262815710461,2.12792989371689,0.0333428966199824,0.903351528569406
"170","10","Putamen volume",25607358,"Neurological","1047","clumped",12,184932,0.743225175796244,0.349630875679662,2.12574239718234,0.0335247146567727,0.903351528569406
"171","81","Simple reaction time",21130836,"Neurological","1066","clumped",7,144473,1.02469879230499,0.482156537286484,2.12524089805329,0.0335665170328919,0.903351528569406
"172","5","Extreme height",23563607,"Anthropometric","86","clumped",17,125069,0.192897862524159,0.0909625929092356,2.12062845126498,0.0339530819020747,0.90360779765203
"173","17","Amygdala volume",25607358,"Neurological","1043","clumped",15,184937,0.816372411688823,0.385235234144052,2.11915302478162,0.0340775367473957,0.90360779765203
"174","3","Putamen volume",25607358,"Neurological","1047","clumped",36,184932,-1.2110163569847,0.571741741304597,-2.11811779601995,0.0341650927404288,0.90360779765203
"175","17","Anorexia nervosa",24514567,"Neurological","45","clumped",10,128709,0.342415057485471,0.161909532815055,2.11485421230018,0.034442374690761,0.905736047582184
"176","52","Digit symbol",21130836,"Neurological","1067","clumped",11,144321,0.866045575185272,0.410024285333947,2.11218117112238,0.0346709128702916,0.906565574028875
"177","71","Pallidum volume",25607358,"Neurological","1046","clumped",8,184913,0.945852355475545,0.44854319785393,2.10872076535996,0.0349686913518315,0.908952971826813
"178","27","Type 2 diabetes",24509480,"Glycemic","23","clumped",9,152584,0.253636198971409,0.120410994114401,2.10642060417201,0.035167833083696,0.908952971826813
"179","13","Anorexia nervosa",24514567,"Neurological","45","clumped",8,128709,0.355023727572004,0.168728568040729,2.10411154254746,0.0353687182208674,0.908952971826813
"180","27","4-choice reaction time",21130836,"Neurological","1068","clumped",7,144319,1.00186295541621,0.476638662965548,2.10193388254075,0.0355590679855865,0.908952971826813
